ID,Primary Cell Line Name,Compound,IC50 (uM)
1723,NUGC-3,PLX4720,-0.9
1724,NUGC-3,RAF265,-0.19
1725,NUGC-3,TAE684,-0.47
1726,NUGC-3,TKI258,-0.83
1727,NUGC-3,Erlotinib,0.13
1728,8305C,AEW541,-0.69
1729,8305C,Nilotinib,-0.75
1730,8305C,17-AAG,0.43
1731,8305C,PHA-665752,-0.9
1732,8305C,Lapatinib,-0.9
1733,8305C,Nutlin-3,-0.9
1734,8305C,AZD0530,-0.9
1735,8305C,PF2341066,-0.79
1736,8305C,L-685458,-0.9
1737,8305C,ZD-6474,-0.9
1738,8305C,Panobinostat,1.29
1739,8305C,Sorafenib,-0.9
1740,8305C,Irinotecan,0.3
1741,8305C,Topotecan,0.91
1742,8305C,LBW242,-0.9
1743,8305C,PD-0325901,0.26
1744,8305C,PD-0332991,-0.73
1745,8305C,Paclitaxel,2
1746,8305C,AZD6244,-0.9
1747,8305C,PLX4720,-0.73
1748,8305C,RAF265,-0.01
1749,8305C,TAE684,-0.4
1750,8305C,TKI258,-0.9
1751,8305C,Erlotinib,-0.9
1752,HCC1187,AEW541,-0.9
1753,HCC1187,Nilotinib,-0.9
1754,HCC1187,17-AAG,-0.19
1755,HCC1187,PHA-665752,-0.9
1756,HCC1187,Lapatinib,-0.9
1757,HCC1187,Nutlin-3,-0.9
1758,HCC1187,AZD0530,-0.9
1759,HCC1187,PF2341066,-0.9
1760,HCC1187,L-685458,0.19
1761,HCC1187,ZD-6474,-0.9
1762,HCC1187,Panobinostat,0.98
1763,HCC1187,Sorafenib,-0.9
1764,HCC1187,Topotecan,-0.79
1765,HCC1187,LBW242,-0.9
1766,HCC1187,PD-0325901,-0.9
1767,HCC1187,PD-0332991,-0.9
1768,HCC1187,Paclitaxel,2.02
1769,HCC1187,AZD6244,-0.9
1770,HCC1187,PLX4720,-0.9
1771,HCC1187,RAF265,-0.85
1772,HCC1187,TAE684,-0.9
1773,HCC1187,TKI258,-0.9
1774,HCC1187,Erlotinib,-0.9
1775,EFO-21,AEW541,-0.9
1776,EFO-21,Nilotinib,-0.9
1777,EFO-21,17-AAG,0.54
1778,EFO-21,PHA-665752,-0.9
1779,EFO-21,Lapatinib,-0.9
1780,EFO-21,Nutlin-3,-0.9
1781,EFO-21,AZD0530,-0.9
1782,EFO-21,PF2341066,-0.9
1783,EFO-21,L-685458,-0.9
1784,EFO-21,ZD-6474,-0.46
1785,EFO-21,Panobinostat,0.77
1786,EFO-21,Sorafenib,-0.69
1787,EFO-21,Irinotecan,0.15
1788,EFO-21,Topotecan,0.26
1789,EFO-21,LBW242,-0.9
1790,EFO-21,PD-0325901,-0.9
1791,EFO-21,PD-0332991,-0.9
1792,EFO-21,Paclitaxel,1.52
1793,EFO-21,AZD6244,-0.9
1794,EFO-21,PLX4720,-0.9
1795,EFO-21,RAF265,-0.22
1796,EFO-21,TAE684,-0.17
1797,EFO-21,TKI258,-0.9
1798,EFO-21,Erlotinib,-0.9
1799,KYSE-450,AEW541,-0.9
1800,KYSE-450,17-AAG,0.15
1801,KYSE-450,PHA-665752,-0.9
1802,KYSE-450,Lapatinib,-0.41
1803,KYSE-450,Nutlin-3,-0.9
1804,KYSE-450,AZD0530,-0.59
1805,KYSE-450,PF2341066,-0.9
1806,KYSE-450,L-685458,-0.9
1807,KYSE-450,ZD-6474,-0.33
1808,KYSE-450,Panobinostat,0.76
1809,KYSE-450,Sorafenib,-0.9
1810,KYSE-450,Topotecan,-0.66
1811,KYSE-450,LBW242,-0.9
1812,KYSE-450,PD-0325901,-0.8
1813,KYSE-450,Paclitaxel,1.86
1814,KYSE-450,AZD6244,-0.9
1815,KYSE-450,PLX4720,-0.9
1816,KYSE-450,TAE684,-0.9
1817,KYSE-450,TKI258,-0.9
1818,KYSE-450,Erlotinib,-0.15
1819,SIMA,AEW541,0.34
1820,SIMA,Nilotinib,-0.9
1821,SIMA,17-AAG,-0.25
1822,SIMA,PHA-665752,-0.9
1823,SIMA,Lapatinib,-0.9
1824,SIMA,Nutlin-3,-0.9
1825,SIMA,AZD0530,-0.9
1826,SIMA,PF2341066,-0.9
1827,SIMA,L-685458,-0.67
1828,SIMA,ZD-6474,-0.9
1829,SIMA,Panobinostat,1.23
1830,SIMA,Sorafenib,-0.67
1831,SIMA,Irinotecan,1.37
1832,SIMA,Topotecan,1.37
1833,SIMA,LBW242,-0.9
1834,SIMA,PD-0325901,-0.13
1835,SIMA,PD-0332991,-0.9
1836,SIMA,Paclitaxel,2.59
1837,SIMA,AZD6244,-0.9
1838,SIMA,PLX4720,-0.9
1839,SIMA,RAF265,-0.51
1840,SIMA,TAE684,0.08
1841,SIMA,TKI258,-0.13
1842,SIMA,Erlotinib,-0.9
1843,SK-MEL-31,AEW541,-0.76
1844,SK-MEL-31,Nilotinib,-0.88
1845,SK-MEL-31,17-AAG,-0.9
1846,SK-MEL-31,PHA-665752,-0.8
1847,SK-MEL-31,Lapatinib,-0.9
1848,SK-MEL-31,Nutlin-3,-0.9
1849,SK-MEL-31,AZD0530,-0.9
1850,SK-MEL-31,PF2341066,-0.87
1851,SK-MEL-31,L-685458,-0.9
1852,SK-MEL-31,ZD-6474,-0.75
1853,SK-MEL-31,Panobinostat,1.16
1854,SK-MEL-31,Sorafenib,-0.9
1855,SK-MEL-31,Irinotecan,-0.37
1856,SK-MEL-31,Topotecan,-0.71
1857,SK-MEL-31,LBW242,-0.9
1858,SK-MEL-31,PD-0325901,-0.9
1859,SK-MEL-31,PD-0332991,-0.9
1860,SK-MEL-31,Paclitaxel,1.58
1861,SK-MEL-31,AZD6244,-0.9
1862,SK-MEL-31,PLX4720,-0.9
1863,SK-MEL-31,RAF265,-0.9
1864,SK-MEL-31,TAE684,-0.79
1865,SK-MEL-31,TKI258,-0.86
1866,SK-MEL-31,Erlotinib,-0.9
1867,MES-SA,AEW541,-0.9
1868,MES-SA,Nilotinib,-0.9
1869,MES-SA,17-AAG,1.42
1870,MES-SA,PHA-665752,-0.9
1871,MES-SA,Lapatinib,-0.9
1872,MES-SA,Nutlin-3,-0.9
1873,MES-SA,AZD0530,-0.9
1874,MES-SA,PF2341066,-0.63
1875,MES-SA,L-685458,-0.9
1876,MES-SA,ZD-6474,-0.9
1877,MES-SA,Panobinostat,0.98
1878,MES-SA,Sorafenib,-0.9
1879,MES-SA,Topotecan,0.94
1880,MES-SA,LBW242,-0.9
1881,MES-SA,PD-0325901,-0.9
1882,MES-SA,PD-0332991,-0.9
1883,MES-SA,Paclitaxel,2.17
1884,MES-SA,AZD6244,-0.9
1885,MES-SA,PLX4720,-0.9
1886,MES-SA,RAF265,-0.8
1887,MES-SA,TAE684,-0.81
1888,MES-SA,TKI258,-0.9
1889,MES-SA,Erlotinib,-0.9
1890,NCI-H1703,AEW541,-0.9
1891,NCI-H1703,17-AAG,1.41
1892,NCI-H1703,PHA-665752,-0.9
1893,NCI-H1703,Lapatinib,-0.9
1894,NCI-H1703,Nutlin-3,-0.9
1895,NCI-H1703,AZD0530,-0.53
1896,NCI-H1703,PF2341066,-0.9
1897,NCI-H1703,L-685458,-0.9
1898,NCI-H1703,ZD-6474,-0.23
1899,NCI-H1703,Panobinostat,0.67
1900,NCI-H1703,Sorafenib,-0.2
1901,NCI-H1703,Topotecan,0.18
1902,NCI-H1703,LBW242,-0.9
1903,NCI-H1703,PD-0325901,-0.9
1904,NCI-H1703,Paclitaxel,1.79
1905,NCI-H1703,AZD6244,-0.9
1906,NCI-H1703,PLX4720,-0.9
1907,NCI-H1703,TAE684,-0.82
1908,NCI-H1703,TKI258,-0.22
1909,NCI-H1703,Erlotinib,-0.9
1910,UACC-812,AEW541,-0.9
1911,UACC-812,Nilotinib,-0.9
1912,UACC-812,17-AAG,0.7
1913,UACC-812,PHA-665752,-0.9
1914,UACC-812,Lapatinib,-0.9
1915,UACC-812,Nutlin-3,-0.9
1916,UACC-812,AZD0530,-0.57
1917,UACC-812,PF2341066,-0.9
1918,UACC-812,L-685458,-0.9
1919,UACC-812,ZD-6474,0.19
1920,UACC-812,Panobinostat,1.16
1921,UACC-812,Sorafenib,-0.9
1922,UACC-812,Irinotecan,-0.2
1923,UACC-812,Topotecan,0.14
1924,UACC-812,LBW242,-0.9
1925,UACC-812,PD-0325901,1.44
1926,UACC-812,PD-0332991,-0.9
1927,UACC-812,Paclitaxel,2.59
1928,UACC-812,AZD6244,-0.9
1929,UACC-812,PLX4720,-0.9
1930,UACC-812,RAF265,-0.9
1931,UACC-812,TAE684,-0.4
1932,UACC-812,TKI258,-0.9
1933,UACC-812,Erlotinib,0.04
1934,HPAC,AEW541,-0.51
1935,HPAC,Nilotinib,-0.85
1936,HPAC,17-AAG,1.04
1937,HPAC,PHA-665752,1.26
1938,HPAC,Lapatinib,-0.9
1939,HPAC,Nutlin-3,-0.9
1940,HPAC,AZD0530,-0.51
1941,HPAC,PF2341066,-0.51
1942,HPAC,L-685458,-0.9
1943,HPAC,ZD-6474,0.34
1944,HPAC,Panobinostat,1.31
1945,HPAC,Sorafenib,-0.9
1946,HPAC,Irinotecan,0.14
1947,HPAC,Topotecan,0.42
1948,HPAC,LBW242,-0.06
1949,HPAC,PD-0325901,0.68
1950,HPAC,PD-0332991,-0.9
1951,HPAC,Paclitaxel,2.22
1952,HPAC,AZD6244,-0.34
1953,HPAC,PLX4720,-0.9
1954,HPAC,RAF265,-0.39
1955,HPAC,TAE684,-0.35
1956,HPAC,TKI258,-0.67
1957,HPAC,Erlotinib,-0.9
1958,BT-474,AEW541,-0.9
1959,BT-474,Nilotinib,-0.84
1960,BT-474,17-AAG,1.35
1961,BT-474,PHA-665752,-0.84
1962,BT-474,Lapatinib,0.93
1963,BT-474,Nutlin-3,-0.9
1964,BT-474,AZD0530,-0.49
1965,BT-474,PF2341066,-0.9
1966,BT-474,L-685458,-0.65
1967,BT-474,ZD-6474,-0.9
1968,BT-474,Panobinostat,1.72
1969,BT-474,Sorafenib,-0.81
1970,BT-474,Topotecan,-0.9
1971,BT-474,LBW242,-0.9
1972,BT-474,PD-0325901,-0.9
1973,BT-474,PD-0332991,-0.9
1974,BT-474,Paclitaxel,1.78
1975,BT-474,AZD6244,-0.9
1976,BT-474,PLX4720,-0.9
1977,BT-474,RAF265,-0.9
1978,BT-474,TAE684,-0.9
1979,BT-474,TKI258,-0.9
1980,BT-474,Erlotinib,-0.9
1981,NCI-H1666,AEW541,-0.5
1982,NCI-H1666,Nilotinib,-0.89
1983,NCI-H1666,17-AAG,1.77
1984,NCI-H1666,PHA-665752,-0.9
1985,NCI-H1666,Lapatinib,0.41
1986,NCI-H1666,Nutlin-3,-0.9
1987,NCI-H1666,AZD0530,-0.23
1988,NCI-H1666,PF2341066,-0.9
1989,NCI-H1666,L-685458,-0.9
1990,NCI-H1666,ZD-6474,0.24
1991,NCI-H1666,Panobinostat,1.16
1992,NCI-H1666,Sorafenib,-0.9
1993,NCI-H1666,Irinotecan,0.68
1994,NCI-H1666,Topotecan,0
1995,NCI-H1666,LBW242,-0.9
1996,NCI-H1666,PD-0325901,1.54
1997,NCI-H1666,PD-0332991,-0.9
1998,NCI-H1666,Paclitaxel,2.59
1999,NCI-H1666,AZD6244,0.52
2000,NCI-H1666,PLX4720,-0.9
2001,NCI-H1666,RAF265,0.36
2002,NCI-H1666,TAE684,1.37
2003,NCI-H1666,TKI258,-0.9
2004,NCI-H1666,Erlotinib,0.69
2005,OCI-AML5,AEW541,-0.09
2006,OCI-AML5,Nilotinib,-0.86
2007,OCI-AML5,17-AAG,0.52
2008,OCI-AML5,PHA-665752,-0.9
2009,OCI-AML5,Lapatinib,-0.9
2010,OCI-AML5,Nutlin-3,-0.53
2011,OCI-AML5,AZD0530,-0.9
2012,OCI-AML5,PF2341066,-0.6
2013,OCI-AML5,L-685458,-0.05
2014,OCI-AML5,ZD-6474,-0.9
2015,OCI-AML5,Panobinostat,1.94
2016,OCI-AML5,Sorafenib,-0.12
2017,OCI-AML5,Irinotecan,1.14
2018,OCI-AML5,Topotecan,1.32
2019,OCI-AML5,LBW242,-0.9
2020,OCI-AML5,PD-0325901,0.56
2021,OCI-AML5,PD-0332991,-0.76
2022,OCI-AML5,Paclitaxel,2.6
2023,OCI-AML5,AZD6244,-0.35
2024,OCI-AML5,PLX4720,-0.9
2025,OCI-AML5,RAF265,-0.42
2026,OCI-AML5,TAE684,0.12
2027,OCI-AML5,TKI258,-0.15
2028,OCI-AML5,Erlotinib,-0.9
2029,HH,AEW541,-0.9
2030,HH,Nilotinib,-0.9
2031,HH,17-AAG,0.5
2032,HH,PHA-665752,-0.9
2033,HH,Lapatinib,-0.9
2034,HH,Nutlin-3,-0.9
2035,HH,AZD0530,-0.9
2036,HH,PF2341066,-0.9
2037,HH,L-685458,-0.86
2038,HH,ZD-6474,-0.06
2039,HH,Panobinostat,1.93
2040,HH,Sorafenib,-0.53
2041,HH,Topotecan,0.83
2042,HH,LBW242,-0.9
2043,HH,PD-0325901,-0.9
2044,HH,PD-0332991,-0.9
2045,HH,Paclitaxel,1.98
2046,HH,AZD6244,-0.9
2047,HH,PLX4720,-0.9
2048,HH,RAF265,-0.9
2049,HH,TAE684,-0.85
2050,HH,TKI258,-0.9
2051,HH,Erlotinib,-0.9
2052,DK-MG,AEW541,-0.9
2053,DK-MG,Nilotinib,-0.9
2054,DK-MG,17-AAG,0.49
2055,DK-MG,PHA-665752,-0.9
2056,DK-MG,Lapatinib,-0.9
2057,DK-MG,Nutlin-3,-0.9
2058,DK-MG,AZD0530,-0.9
2059,DK-MG,PF2341066,-0.9
2060,DK-MG,L-685458,-0.9
2061,DK-MG,ZD-6474,-0.9
2062,DK-MG,Panobinostat,1.03
2063,DK-MG,Sorafenib,-0.9
2064,DK-MG,Irinotecan,0.23
2065,DK-MG,Topotecan,-0.27
2066,DK-MG,LBW242,-0.9
2067,DK-MG,PD-0325901,-0.9
2068,DK-MG,PD-0332991,-0.9
2069,DK-MG,Paclitaxel,1.7
2070,DK-MG,AZD6244,-0.9
2071,DK-MG,PLX4720,-0.9
2072,DK-MG,RAF265,-0.9
2073,DK-MG,TAE684,-0.9
2074,DK-MG,TKI258,-0.9
2075,DK-MG,Erlotinib,-0.9
2076,GAMG,AEW541,-0.9
2077,GAMG,17-AAG,0.96
2078,GAMG,PHA-665752,-0.9
2079,GAMG,Lapatinib,-0.9
2080,GAMG,Nutlin-3,-0.9
2081,GAMG,AZD0530,-0.9
2082,GAMG,PF2341066,-0.9
2083,GAMG,L-685458,-0.9
2084,GAMG,ZD-6474,-0.9
2085,GAMG,Panobinostat,0.86
2086,GAMG,Sorafenib,-0.9
2087,GAMG,Topotecan,-0.47
2088,GAMG,LBW242,-0.9
2089,GAMG,PD-0325901,-0.9
2090,GAMG,Paclitaxel,1.77
2091,GAMG,AZD6244,-0.9
2092,GAMG,PLX4720,-0.9
2093,GAMG,TAE684,-0.9
2094,GAMG,TKI258,-0.9
2095,GAMG,Erlotinib,-0.9
2096,SK-MEL-5,AEW541,-0.57
2097,SK-MEL-5,Nilotinib,-0.9
2098,SK-MEL-5,17-AAG,0.68
2099,SK-MEL-5,PHA-665752,-0.9
2100,SK-MEL-5,Lapatinib,-0.9
2101,SK-MEL-5,Nutlin-3,-0.9
2102,SK-MEL-5,AZD0530,-0.9
2103,SK-MEL-5,PF2341066,-0.9
2104,SK-MEL-5,L-685458,-0.9
2105,SK-MEL-5,ZD-6474,-0.9
2106,SK-MEL-5,Panobinostat,1.46
2107,SK-MEL-5,Sorafenib,-0.85
2108,SK-MEL-5,Irinotecan,0.77
2109,SK-MEL-5,Topotecan,0.44
2110,SK-MEL-5,LBW242,-0.9
2111,SK-MEL-5,PD-0325901,1.87
2112,SK-MEL-5,PD-0332991,-0.9
2113,SK-MEL-5,Paclitaxel,2.6
2114,SK-MEL-5,AZD6244,0.77
2115,SK-MEL-5,PLX4720,0.43
2116,SK-MEL-5,RAF265,0.28
2117,SK-MEL-5,TAE684,-0.58
2118,SK-MEL-5,TKI258,-0.79
2119,SK-MEL-5,Erlotinib,-0.9
2120,KG-1,AEW541,-0.42
2121,KG-1,Nilotinib,-0.9
2122,KG-1,17-AAG,1.33
2123,KG-1,PHA-665752,-0.9
2124,KG-1,Lapatinib,-0.9
2125,KG-1,Nutlin-3,-0.9
2126,KG-1,AZD0530,-0.9
2127,KG-1,PF2341066,-0.25
2128,KG-1,L-685458,-0.9
2129,KG-1,ZD-6474,0.13
2130,KG-1,Panobinostat,1.73
2131,KG-1,Sorafenib,-0.9
2132,KG-1,Irinotecan,0.6
2133,KG-1,Topotecan,0.59
2134,KG-1,LBW242,-0.9
2135,KG-1,PD-0325901,0.43
2136,KG-1,PD-0332991,-0.9
2137,KG-1,Paclitaxel,1.27
2138,KG-1,AZD6244,-0.15
2139,KG-1,PLX4720,-0.9
2140,KG-1,RAF265,0.36
2141,KG-1,TAE684,0.12
2142,KG-1,TKI258,0.34
2143,KG-1,Erlotinib,-0.9
2144,PSN1,AEW541,-0.9
2145,PSN1,17-AAG,0.82
2146,PSN1,PHA-665752,-0.9
2147,PSN1,Lapatinib,-0.9
2148,PSN1,Nutlin-3,-0.9
2149,PSN1,AZD0530,-0.9
2150,PSN1,PF2341066,-0.9
2151,PSN1,L-685458,-0.9
2152,PSN1,ZD-6474,-0.9
2153,PSN1,Panobinostat,1.05
2154,PSN1,Sorafenib,-0.9
2155,PSN1,Topotecan,0.29
2156,PSN1,LBW242,-0.9
2157,PSN1,PD-0325901,0.61
2158,PSN1,Paclitaxel,1.76
2159,PSN1,AZD6244,0.1
2160,PSN1,PLX4720,-0.9
2161,PSN1,TAE684,-0.86
2162,PSN1,TKI258,-0.9
2163,PSN1,Erlotinib,-0.9
2164,BL-41,AEW541,-0.9
2165,BL-41,Nilotinib,-0.9
2166,BL-41,17-AAG,0.12
2167,BL-41,PHA-665752,-0.9
2168,BL-41,Lapatinib,-0.77
2169,BL-41,Nutlin-3,-0.9
2170,BL-41,AZD0530,-0.9
2171,BL-41,PF2341066,-0.84
2172,BL-41,L-685458,-0.9
2173,BL-41,ZD-6474,-0.9
2174,BL-41,Panobinostat,1.39
2175,BL-41,Sorafenib,-0.9
2176,BL-41,Irinotecan,1.32
2177,BL-41,Topotecan,0.83
2178,BL-41,LBW242,-0.9
2179,BL-41,PD-0325901,-0.9
2180,BL-41,PD-0332991,-0.9
2181,BL-41,Paclitaxel,2.55
2182,BL-41,AZD6244,-0.9
2183,BL-41,PLX4720,-0.9
2184,BL-41,RAF265,-0.85
2185,BL-41,TAE684,-0.9
2186,BL-41,TKI258,-0.7
2187,BL-41,Erlotinib,-0.9
2188,OCUM-1,AEW541,-0.9
2189,OCUM-1,Nilotinib,-0.9
2190,OCUM-1,17-AAG,1.33
2191,OCUM-1,PHA-665752,-0.9
2192,OCUM-1,Lapatinib,-0.9
2193,OCUM-1,Nutlin-3,-0.9
2194,OCUM-1,AZD0530,-0.9
2195,OCUM-1,PF2341066,-0.6
2196,OCUM-1,L-685458,-0.9
2197,OCUM-1,ZD-6474,-0.9
2198,OCUM-1,Panobinostat,1.78
2199,OCUM-1,Sorafenib,-0.9
2200,OCUM-1,Irinotecan,0.59
2201,OCUM-1,Topotecan,0.7
2202,OCUM-1,LBW242,-0.9
2203,OCUM-1,PD-0325901,1.71
2204,OCUM-1,PD-0332991,-0.9
2205,OCUM-1,Paclitaxel,2.08
2206,OCUM-1,AZD6244,1.17
2207,OCUM-1,PLX4720,-0.9
2208,OCUM-1,RAF265,-0.9
2209,OCUM-1,TAE684,-0.54
2210,OCUM-1,TKI258,-0.9
2211,OCUM-1,Erlotinib,-0.9
2212,BT-549,AEW541,-0.74
2213,BT-549,Nilotinib,-0.9
2214,BT-549,17-AAG,1.69
2215,BT-549,PHA-665752,-0.9
2216,BT-549,Lapatinib,-0.9
2217,BT-549,Nutlin-3,-0.9
2218,BT-549,AZD0530,-0.9
2219,BT-549,PF2341066,-0.88
2220,BT-549,L-685458,-0.9
2221,BT-549,ZD-6474,-0.61
2222,BT-549,Panobinostat,0.94
2223,BT-549,Sorafenib,-0.81
2224,BT-549,Irinotecan,0.9
2225,BT-549,Topotecan,1.1
2226,BT-549,LBW242,-0.9
2227,BT-549,PD-0325901,-0.9
2228,BT-549,PD-0332991,-0.9
2229,BT-549,Paclitaxel,2.29
2230,BT-549,AZD6244,-0.9
2231,BT-549,PLX4720,-0.9
2232,BT-549,RAF265,-0.06
2233,BT-549,TAE684,-0.73
2234,BT-549,TKI258,-0.59
2235,BT-549,Erlotinib,-0.9
2236,HSC-2,AEW541,-0.9
2237,HSC-2,Nilotinib,-0.9
2238,HSC-2,17-AAG,0.3
2239,HSC-2,PHA-665752,-0.9
2240,HSC-2,Lapatinib,-0.9
2241,HSC-2,Nutlin-3,-0.9
2242,HSC-2,AZD0530,-0.87
2243,HSC-2,PF2341066,-0.9
2244,HSC-2,L-685458,-0.9
2245,HSC-2,ZD-6474,-0.9
2246,HSC-2,Panobinostat,0.52
2247,HSC-2,Sorafenib,-0.67
2248,HSC-2,Irinotecan,0.85
2249,HSC-2,Topotecan,0.95
2250,HSC-2,LBW242,-0.9
2251,HSC-2,PD-0325901,-0.9
2252,HSC-2,PD-0332991,-0.9
2253,HSC-2,Paclitaxel,2
2254,HSC-2,AZD6244,-0.9
2255,HSC-2,PLX4720,-0.9
2256,HSC-2,RAF265,-0.9
2257,HSC-2,TAE684,-0.9
2258,HSC-2,TKI258,-0.9
2259,HSC-2,Erlotinib,-0.9
2260,RERF-LC-MS,AEW541,-0.9
2261,RERF-LC-MS,Nilotinib,-0.9
2262,RERF-LC-MS,17-AAG,0.79
2263,RERF-LC-MS,Lapatinib,-0.9
2264,RERF-LC-MS,Nutlin-3,-0.9
2265,RERF-LC-MS,AZD0530,-0.9
2266,RERF-LC-MS,PF2341066,-0.9
2267,RERF-LC-MS,L-685458,-0.9
2268,RERF-LC-MS,ZD-6474,-0.9
2269,RERF-LC-MS,Panobinostat,0.79
2270,RERF-LC-MS,Sorafenib,-0.9
2271,RERF-LC-MS,Topotecan,-0.48
2272,RERF-LC-MS,PD-0325901,-0.9
2273,RERF-LC-MS,PD-0332991,-0.9
2274,RERF-LC-MS,Paclitaxel,2.08
2275,RERF-LC-MS,PLX4720,-0.9
2276,RERF-LC-MS,RAF265,-0.89
2277,RERF-LC-MS,TAE684,-0.9
2278,RERF-LC-MS,TKI258,-0.9
2279,RERF-LC-MS,Erlotinib,-0.9
2280,C3A,AEW541,-0.5
2281,C3A,17-AAG,1.56
2282,C3A,PHA-665752,-0.9
2283,C3A,Lapatinib,-0.9
2284,C3A,Nutlin-3,-0.9
2285,C3A,AZD0530,-0.9
2286,C3A,PF2341066,-0.9
2287,C3A,L-685458,-0.9
2288,C3A,ZD-6474,-0.56
2289,C3A,Panobinostat,1.48
2290,C3A,Sorafenib,-0.9
2291,C3A,Topotecan,-0.11
2292,C3A,LBW242,-0.9
2293,C3A,PD-0325901,0.16
2294,C3A,PD-0332991,-0.9
2295,C3A,Paclitaxel,-0.9
2296,C3A,AZD6244,-0.9
2297,C3A,PLX4720,-0.9
2298,C3A,RAF265,-0.55
2299,C3A,TAE684,-0.9
2300,C3A,TKI258,-0.9
2301,C3A,Erlotinib,-0.9
2302,HCC-44,AEW541,-0.82
2303,HCC-44,17-AAG,1.18
2304,HCC-44,PHA-665752,-0.9
2305,HCC-44,Lapatinib,-0.9
2306,HCC-44,Nutlin-3,-0.9
2307,HCC-44,AZD0530,-0.9
2308,HCC-44,PF2341066,-0.9
2309,HCC-44,L-685458,-0.9
2310,HCC-44,ZD-6474,-0.9
2311,HCC-44,Panobinostat,1.16
2312,HCC-44,Sorafenib,-0.9
2313,HCC-44,Topotecan,-0.1
2314,HCC-44,LBW242,-0.17
2315,HCC-44,PD-0325901,-0.53
2316,HCC-44,Paclitaxel,1.94
2317,HCC-44,AZD6244,-0.9
2318,HCC-44,PLX4720,-0.9
2319,HCC-44,RAF265,-0.5
2320,HCC-44,TAE684,-0.78
2321,HCC-44,TKI258,-0.9
2322,HCC-44,Erlotinib,-0.9
2323,KYSE-140,AEW541,-0.29
2324,KYSE-140,17-AAG,0.02
2325,KYSE-140,PHA-665752,-0.9
2326,KYSE-140,Lapatinib,0.16
2327,KYSE-140,Nutlin-3,-0.9
2328,KYSE-140,AZD0530,-0.18
2329,KYSE-140,PF2341066,-0.9
2330,KYSE-140,ZD-6474,-0.16
2331,KYSE-140,Panobinostat,0.93
2332,KYSE-140,Sorafenib,-0.9
2333,KYSE-140,Topotecan,-0.03
2334,KYSE-140,LBW242,-0.9
2335,KYSE-140,PD-0325901,-0.32
2336,KYSE-140,Paclitaxel,1.6
2337,KYSE-140,AZD6244,-0.9
2338,KYSE-140,PLX4720,-0.83
2339,KYSE-140,TAE684,-0.78
2340,KYSE-140,TKI258,-0.27
2341,KYSE-140,Erlotinib,0.21
2342,BT-20,AEW541,-0.9
2343,BT-20,Nilotinib,-0.9
2344,BT-20,17-AAG,-0.9
2345,BT-20,PHA-665752,-0.9
2346,BT-20,Lapatinib,-0.9
2347,BT-20,Nutlin-3,-0.9
2348,BT-20,AZD0530,-0.85
2349,BT-20,PF2341066,-0.9
2350,BT-20,L-685458,-0.9
2351,BT-20,ZD-6474,-0.56
2352,BT-20,Panobinostat,1.24
2353,BT-20,Sorafenib,-0.9
2354,BT-20,Irinotecan,0.57
2355,BT-20,Topotecan,-0.04
2356,BT-20,LBW242,-0.9
2357,BT-20,PD-0325901,-0.9
2358,BT-20,PD-0332991,-0.9
2359,BT-20,Paclitaxel,2.59
2360,BT-20,AZD6244,-0.9
2361,BT-20,PLX4720,-0.9
2362,BT-20,RAF265,-0.9
2363,BT-20,TAE684,-0.88
2364,BT-20,TKI258,-0.9
2365,BT-20,Erlotinib,-0.9
2366,NCI-H1581,AEW541,-0.9
2367,NCI-H1581,Nilotinib,-0.9
2368,NCI-H1581,17-AAG,0.22
2369,NCI-H1581,PHA-665752,-0.9
2370,NCI-H1581,Lapatinib,-0.9
2371,NCI-H1581,Nutlin-3,-0.9
2372,NCI-H1581,AZD0530,-0.9
2373,NCI-H1581,PF2341066,-0.9
2374,NCI-H1581,L-685458,-0.9
2375,NCI-H1581,ZD-6474,-0.9
2376,NCI-H1581,Panobinostat,1.34
2377,NCI-H1581,Sorafenib,-0.9
2378,NCI-H1581,Topotecan,0.12
2379,NCI-H1581,LBW242,-0.9
2380,NCI-H1581,PD-0325901,-0.9
2381,NCI-H1581,PD-0332991,-0.9
2382,NCI-H1581,Paclitaxel,2.03
2383,NCI-H1581,AZD6244,-0.9
2384,NCI-H1581,PLX4720,-0.9
2385,NCI-H1581,RAF265,-0.42
2386,NCI-H1581,TAE684,-0.9
2387,NCI-H1581,TKI258,-0.09
2388,NCI-H1581,Erlotinib,-0.9
2389,L-428,AEW541,-0.9
2390,L-428,Nilotinib,-0.82
2391,L-428,17-AAG,-0.1
2392,L-428,PHA-665752,-0.9
2393,L-428,Lapatinib,-0.9
2394,L-428,Nutlin-3,-0.9
2395,L-428,AZD0530,-0.9
2396,L-428,PF2341066,-0.9
2397,L-428,L-685458,-0.9
2398,L-428,ZD-6474,-0.9
2399,L-428,Panobinostat,1.23
2400,L-428,Sorafenib,-0.77
2401,L-428,Irinotecan,0.43
2402,L-428,Topotecan,0.43
2403,L-428,LBW242,-0.9
2404,L-428,PD-0325901,-0.9
2405,L-428,PD-0332991,-0.65
2406,L-428,Paclitaxel,0.99
2407,L-428,AZD6244,-0.9
2408,L-428,PLX4720,-0.9
2409,L-428,RAF265,0.4
2410,L-428,TAE684,-0.9
2411,L-428,TKI258,-0.72
2412,L-428,Erlotinib,-0.9
2413,NCI-H1648,AEW541,-0.9
2414,NCI-H1648,Nilotinib,-0.75
