ID,Primary Cell Line Name,Compound,IC50 (uM)
2529,EBC-1,TAE684,-0.35
2530,EBC-1,TKI258,-0.9
2531,EBC-1,Erlotinib,-0.9
2532,HCC-56,AEW541,-0.9
2533,HCC-56,Nilotinib,-0.9
2534,HCC-56,PHA-665752,-0.9
2535,HCC-56,Lapatinib,-0.9
2536,HCC-56,Nutlin-3,-0.9
2537,HCC-56,AZD0530,-0.9
2538,HCC-56,PF2341066,-0.9
2539,HCC-56,ZD-6474,-0.9
2540,HCC-56,Panobinostat,1.26
2541,HCC-56,Sorafenib,-0.9
2542,HCC-56,Irinotecan,-0.05
2543,HCC-56,Topotecan,-0.48
2544,HCC-56,LBW242,-0.9
2545,HCC-56,PD-0325901,1.97
2546,HCC-56,PD-0332991,-0.9
2547,HCC-56,Paclitaxel,0.83
2548,HCC-56,AZD6244,0.85
2549,HCC-56,PLX4720,-0.9
2550,HCC-56,RAF265,-0.9
2551,HCC-56,TAE684,-0.79
2552,HCC-56,TKI258,-0.9
2553,HCC-56,Erlotinib,-0.9
2554,NCI-H2009,AEW541,-0.9
2555,NCI-H2009,Nilotinib,-0.9
2556,NCI-H2009,17-AAG,0.73
2557,NCI-H2009,PHA-665752,-0.9
2558,NCI-H2009,Lapatinib,-0.9
2559,NCI-H2009,Nutlin-3,-0.9
2560,NCI-H2009,AZD0530,-0.9
2561,NCI-H2009,PF2341066,-0.9
2562,NCI-H2009,L-685458,-0.9
2563,NCI-H2009,ZD-6474,-0.87
2564,NCI-H2009,Panobinostat,1.45
2565,NCI-H2009,Sorafenib,-0.9
2566,NCI-H2009,Irinotecan,0.53
2567,NCI-H2009,Topotecan,0.09
2568,NCI-H2009,LBW242,-0.9
2569,NCI-H2009,PD-0325901,0.13
2570,NCI-H2009,PD-0332991,-0.9
2571,NCI-H2009,Paclitaxel,1.73
2572,NCI-H2009,AZD6244,-0.9
2573,NCI-H2009,PLX4720,-0.9
2574,NCI-H2009,RAF265,-0.59
2575,NCI-H2009,TAE684,-0.6
2576,NCI-H2009,TKI258,-0.86
2577,NCI-H2009,Erlotinib,-0.9
2578,TE 617.T,AEW541,-0.86
2579,TE 617.T,Nilotinib,-0.37
2580,TE 617.T,17-AAG,1.46
2581,TE 617.T,PHA-665752,-0.9
2582,TE 617.T,Lapatinib,0.61
2583,TE 617.T,Nutlin-3,-0.5
2584,TE 617.T,AZD0530,0.43
2585,TE 617.T,PF2341066,-0.22
2586,TE 617.T,L-685458,-0.9
2587,TE 617.T,ZD-6474,0
2588,TE 617.T,Panobinostat,1.61
2589,TE 617.T,Sorafenib,-0.76
2590,TE 617.T,Irinotecan,1.12
2591,TE 617.T,Topotecan,1.06
2592,TE 617.T,LBW242,-0.9
2593,TE 617.T,PD-0325901,0
2594,TE 617.T,PD-0332991,-0.01
2595,TE 617.T,Paclitaxel,2.52
2596,TE 617.T,AZD6244,0.03
2597,TE 617.T,PLX4720,-0.9
2598,TE 617.T,RAF265,0.05
2599,TE 617.T,TAE684,-0.15
2600,TE 617.T,TKI258,-0.7
2601,TE 617.T,Erlotinib,-0.18
2602,MDA-MB-436,AEW541,-0.9
2603,MDA-MB-436,Nilotinib,-0.9
2604,MDA-MB-436,17-AAG,-0.9
2605,MDA-MB-436,PHA-665752,-0.9
2606,MDA-MB-436,Lapatinib,-0.9
2607,MDA-MB-436,Nutlin-3,-0.9
2608,MDA-MB-436,AZD0530,-0.9
2609,MDA-MB-436,PF2341066,-0.9
2610,MDA-MB-436,L-685458,-0.9
2611,MDA-MB-436,ZD-6474,-0.9
2612,MDA-MB-436,Panobinostat,0.84
2613,MDA-MB-436,Sorafenib,-0.9
2614,MDA-MB-436,Topotecan,0.11
2615,MDA-MB-436,LBW242,-0.9
2616,MDA-MB-436,PD-0325901,-0.9
2617,MDA-MB-436,PD-0332991,-0.9
2618,MDA-MB-436,Paclitaxel,1.78
2619,MDA-MB-436,AZD6244,-0.9
2620,MDA-MB-436,PLX4720,-0.9
2621,MDA-MB-436,RAF265,-0.41
2622,MDA-MB-436,TAE684,-0.52
2623,MDA-MB-436,TKI258,-0.84
2624,MDA-MB-436,Erlotinib,-0.9
2625,JHH-2,AEW541,-0.9
2626,JHH-2,Nilotinib,-0.9
2627,JHH-2,17-AAG,-0.9
2628,JHH-2,PHA-665752,-0.9
2629,JHH-2,Lapatinib,-0.9
2630,JHH-2,Nutlin-3,-0.9
2631,JHH-2,AZD0530,-0.36
2632,JHH-2,PF2341066,-0.9
2633,JHH-2,L-685458,-0.9
2634,JHH-2,ZD-6474,-0.65
2635,JHH-2,Panobinostat,1.1
2636,JHH-2,Sorafenib,-0.9
2637,JHH-2,Irinotecan,0.07
2638,JHH-2,Topotecan,-0.9
2639,JHH-2,LBW242,-0.9
2640,JHH-2,PD-0325901,-0.79
2641,JHH-2,PD-0332991,-0.9
2642,JHH-2,Paclitaxel,0.88
2643,JHH-2,AZD6244,-0.9
2644,JHH-2,PLX4720,-0.9
2645,JHH-2,RAF265,-0.9
2646,JHH-2,TAE684,-0.9
2647,JHH-2,TKI258,-0.87
2648,JHH-2,Erlotinib,-0.9
2649,NCI-H2085,AEW541,-0.9
2650,NCI-H2085,Nilotinib,-0.9
2651,NCI-H2085,17-AAG,0.12
2652,NCI-H2085,PHA-665752,-0.9
2653,NCI-H2085,Lapatinib,-0.9
2654,NCI-H2085,Nutlin-3,-0.9
2655,NCI-H2085,AZD0530,-0.9
2656,NCI-H2085,PF2341066,-0.67
2657,NCI-H2085,L-685458,-0.88
2658,NCI-H2085,ZD-6474,-0.9
2659,NCI-H2085,Panobinostat,1.26
2660,NCI-H2085,Sorafenib,-0.9
2661,NCI-H2085,Topotecan,-0.9
2662,NCI-H2085,LBW242,-0.9
2663,NCI-H2085,PD-0325901,-0.9
2664,NCI-H2085,PD-0332991,-0.9
2665,NCI-H2085,Paclitaxel,2.15
2666,NCI-H2085,AZD6244,-0.9
2667,NCI-H2085,PLX4720,-0.9
2668,NCI-H2085,RAF265,-0.9
2669,NCI-H2085,TAE684,-0.2
2670,NCI-H2085,TKI258,-0.9
2671,NCI-H2085,Erlotinib,-0.9
2672,NCI-H226,AEW541,-0.9
2673,NCI-H226,Nilotinib,-0.9
2674,NCI-H226,17-AAG,-0.9
2675,NCI-H226,PHA-665752,-0.9
2676,NCI-H226,Lapatinib,-0.9
2677,NCI-H226,Nutlin-3,-0.9
2678,NCI-H226,AZD0530,-0.9
2679,NCI-H226,PF2341066,-0.9
2680,NCI-H226,L-685458,-0.9
2681,NCI-H226,ZD-6474,-0.9
2682,NCI-H226,Panobinostat,0.58
2683,NCI-H226,Sorafenib,-0.9
2684,NCI-H226,Topotecan,-0.02
2685,NCI-H226,LBW242,-0.9
2686,NCI-H226,PD-0325901,-0.9
2687,NCI-H226,PD-0332991,-0.9
2688,NCI-H226,Paclitaxel,-0.9
2689,NCI-H226,AZD6244,-0.9
2690,NCI-H226,PLX4720,-0.9
2691,NCI-H226,RAF265,-0.52
2692,NCI-H226,TAE684,-0.68
2693,NCI-H226,TKI258,-0.9
2694,NCI-H226,Erlotinib,-0.9
2695,SH-10-TC,AEW541,-0.9
2696,SH-10-TC,Nilotinib,-0.9
2697,SH-10-TC,17-AAG,0.37
2698,SH-10-TC,PHA-665752,-0.9
2699,SH-10-TC,Lapatinib,-0.9
2700,SH-10-TC,Nutlin-3,-0.9
2701,SH-10-TC,AZD0530,-0.9
2702,SH-10-TC,PF2341066,-0.9
2703,SH-10-TC,L-685458,-0.9
2704,SH-10-TC,ZD-6474,-0.9
2705,SH-10-TC,Panobinostat,0.98
2706,SH-10-TC,Sorafenib,-0.9
2707,SH-10-TC,Irinotecan,-0.29
2708,SH-10-TC,Topotecan,-0.42
2709,SH-10-TC,LBW242,-0.9
2710,SH-10-TC,PD-0325901,-0.9
2711,SH-10-TC,PD-0332991,-0.9
2712,SH-10-TC,Paclitaxel,1.71
2713,SH-10-TC,AZD6244,-0.9
2714,SH-10-TC,PLX4720,-0.9
2715,SH-10-TC,RAF265,-0.73
2716,SH-10-TC,TAE684,-0.9
2717,SH-10-TC,TKI258,-0.9
2718,SH-10-TC,Erlotinib,-0.9
2719,SUP-M2,AEW541,-0.9
2720,SUP-M2,Nilotinib,-0.9
2721,SUP-M2,17-AAG,1.01
2722,SUP-M2,PHA-665752,-0.9
2723,SUP-M2,Lapatinib,-0.9
2724,SUP-M2,Nutlin-3,-0.9
2725,SUP-M2,AZD0530,-0.9
2726,SUP-M2,PF2341066,-0.26
2727,SUP-M2,L-685458,-0.9
2728,SUP-M2,ZD-6474,-0.9
2729,SUP-M2,Panobinostat,1.87
2730,SUP-M2,Sorafenib,-0.9
2731,SUP-M2,Irinotecan,1.54
2732,SUP-M2,Topotecan,1.11
2733,SUP-M2,LBW242,0.75
2734,SUP-M2,PD-0325901,-0.06
2735,SUP-M2,PD-0332991,-0.77
2736,SUP-M2,Paclitaxel,2.59
2737,SUP-M2,AZD6244,-0.82
2738,SUP-M2,PLX4720,-0.9
2739,SUP-M2,RAF265,-0.39
2740,SUP-M2,TAE684,1.03
2741,SUP-M2,TKI258,-0.9
2742,SUP-M2,Erlotinib,-0.9
2743,NCI-N87,AEW541,-0.9
2744,NCI-N87,Nilotinib,-0.57
2745,NCI-N87,17-AAG,2.2
2746,NCI-N87,PHA-665752,-0.9
2747,NCI-N87,Lapatinib,1.18
2748,NCI-N87,Nutlin-3,-0.9
2749,NCI-N87,AZD0530,0.83
2750,NCI-N87,PF2341066,-0.9
2751,NCI-N87,L-685458,-0.77
2752,NCI-N87,ZD-6474,-0.9
2753,NCI-N87,Panobinostat,1.33
2754,NCI-N87,Sorafenib,-0.9
2755,NCI-N87,Topotecan,0.46
2756,NCI-N87,LBW242,-0.9
2757,NCI-N87,PD-0325901,-0.71
2758,NCI-N87,PD-0332991,-0.9
2759,NCI-N87,Paclitaxel,2.1
2760,NCI-N87,AZD6244,-0.9
2761,NCI-N87,PLX4720,-0.9
2762,NCI-N87,RAF265,-0.58
2763,NCI-N87,TAE684,-0.59
2764,NCI-N87,TKI258,-0.8
2765,NCI-N87,Erlotinib,-0.5
2766,TE-1,AEW541,-0.79
2767,TE-1,17-AAG,1.13
2768,TE-1,PHA-665752,-0.9
2769,TE-1,Lapatinib,-0.9
2770,TE-1,Nutlin-3,-0.9
2771,TE-1,AZD0530,-0.86
2772,TE-1,PF2341066,-0.9
2773,TE-1,L-685458,-0.9
2774,TE-1,ZD-6474,-0.9
2775,TE-1,Panobinostat,1.54
2776,TE-1,Sorafenib,-0.9
2777,TE-1,Topotecan,-0.01
2778,TE-1,LBW242,-0.9
2779,TE-1,PD-0325901,-0.9
2780,TE-1,Paclitaxel,1.75
2781,TE-1,AZD6244,-0.9
2782,TE-1,PLX4720,-0.9
2783,TE-1,TAE684,-0.66
2784,TE-1,TKI258,-0.9
2785,TE-1,Erlotinib,-0.89
2786,LOU-NH91,AEW541,-0.9
2787,LOU-NH91,Nilotinib,-0.9
2788,LOU-NH91,17-AAG,-0.9
2789,LOU-NH91,PHA-665752,-0.9
2790,LOU-NH91,Lapatinib,-0.9
2791,LOU-NH91,Nutlin-3,-0.9
2792,LOU-NH91,AZD0530,-0.9
2793,LOU-NH91,PF2341066,-0.9
2794,LOU-NH91,L-685458,-0.9
2795,LOU-NH91,ZD-6474,-0.9
2796,LOU-NH91,Panobinostat,0.74
2797,LOU-NH91,Sorafenib,-0.9
2798,LOU-NH91,Irinotecan,1.12
2799,LOU-NH91,Topotecan,0.33
2800,LOU-NH91,LBW242,-0.9
2801,LOU-NH91,PD-0325901,-0.9
2802,LOU-NH91,PD-0332991,-0.9
2803,LOU-NH91,Paclitaxel,2.16
2804,LOU-NH91,AZD6244,-0.9
2805,LOU-NH91,PLX4720,-0.9
2806,LOU-NH91,RAF265,-0.9
2807,LOU-NH91,TAE684,-0.36
2808,LOU-NH91,TKI258,-0.9
2809,LOU-NH91,Erlotinib,-0.9
2810,AsPC-1,AEW541,-0.15
2811,AsPC-1,Nilotinib,-0.9
2812,AsPC-1,17-AAG,1.14
2813,AsPC-1,PHA-665752,-0.9
2814,AsPC-1,Lapatinib,-0.44
2815,AsPC-1,Nutlin-3,-0.9
2816,AsPC-1,AZD0530,-0.9
2817,AsPC-1,PF2341066,-0.75
2818,AsPC-1,L-685458,-0.9
2819,AsPC-1,ZD-6474,-0.48
2820,AsPC-1,Panobinostat,1.42
2821,AsPC-1,Sorafenib,-0.9
2822,AsPC-1,Irinotecan,0.1
2823,AsPC-1,Topotecan,-0.37
2824,AsPC-1,LBW242,-0.9
2825,AsPC-1,PD-0325901,0.86
2826,AsPC-1,PD-0332991,-0.9
2827,AsPC-1,Paclitaxel,1.79
2828,AsPC-1,AZD6244,-0.1
2829,AsPC-1,PLX4720,-0.9
2830,AsPC-1,RAF265,0.03
2831,AsPC-1,TAE684,-0.09
2832,AsPC-1,TKI258,-0.69
2833,AsPC-1,Erlotinib,-0.9
2834,Hep 3B2.1-7,AEW541,-0.38
2835,Hep 3B2.1-7,Nilotinib,-0.62
2836,Hep 3B2.1-7,17-AAG,0.68
2837,Hep 3B2.1-7,PHA-665752,-0.9
2838,Hep 3B2.1-7,Lapatinib,-0.9
2839,Hep 3B2.1-7,Nutlin-3,-0.9
2840,Hep 3B2.1-7,AZD0530,-0.9
2841,Hep 3B2.1-7,PF2341066,-0.88
2842,Hep 3B2.1-7,L-685458,-0.9
2843,Hep 3B2.1-7,ZD-6474,-0.9
2844,Hep 3B2.1-7,Panobinostat,1.15
2845,Hep 3B2.1-7,Sorafenib,-0.9
2846,Hep 3B2.1-7,Irinotecan,-0.37
2847,Hep 3B2.1-7,Topotecan,-0.9
2848,Hep 3B2.1-7,LBW242,-0.9
2849,Hep 3B2.1-7,PD-0325901,0.07
2850,Hep 3B2.1-7,PD-0332991,-0.9
2851,Hep 3B2.1-7,Paclitaxel,-0.9
2852,Hep 3B2.1-7,AZD6244,-0.53
2853,Hep 3B2.1-7,PLX4720,-0.9
2854,Hep 3B2.1-7,RAF265,0.22
2855,Hep 3B2.1-7,TAE684,-0.05
2856,Hep 3B2.1-7,TKI258,-0.37
2857,Hep 3B2.1-7,Erlotinib,-0.9
2858,TE-9,AEW541,-0.9
2859,TE-9,Nilotinib,-0.78
2860,TE-9,17-AAG,1.06
2861,TE-9,PHA-665752,-0.9
2862,TE-9,Lapatinib,-0.77
2863,TE-9,Nutlin-3,-0.9
2864,TE-9,AZD0530,-0.74
2865,TE-9,PF2341066,-0.9
2866,TE-9,L-685458,-0.9
2867,TE-9,ZD-6474,-0.9
2868,TE-9,Panobinostat,1.01
2869,TE-9,Sorafenib,-0.86
2870,TE-9,Irinotecan,0.69
2871,TE-9,Topotecan,0.71
2872,TE-9,LBW242,-0.9
2873,TE-9,PD-0325901,-0.9
2874,TE-9,PD-0332991,-0.9
2875,TE-9,Paclitaxel,2.47
2876,TE-9,AZD6244,-0.9
2877,TE-9,PLX4720,-0.9
2878,TE-9,RAF265,-0.52
2879,TE-9,TAE684,-0.39
2880,TE-9,TKI258,-0.9
2881,TE-9,Erlotinib,-0.9
2882,COV318,AEW541,-0.9
2883,COV318,Nilotinib,-0.89
2884,COV318,17-AAG,-0.9
2885,COV318,PHA-665752,-0.9
2886,COV318,Lapatinib,-0.9
2887,COV318,Nutlin-3,-0.9
2888,COV318,AZD0530,-0.9
2889,COV318,PF2341066,-0.9
2890,COV318,L-685458,-0.9
2891,COV318,ZD-6474,-0.9
2892,COV318,Panobinostat,0.8
2893,COV318,Sorafenib,-0.9
2894,COV318,Irinotecan,-0.09
2895,COV318,Topotecan,-0.32
2896,COV318,LBW242,-0.9
2897,COV318,PD-0325901,-0.9
2898,COV318,PD-0332991,-0.9
2899,COV318,Paclitaxel,-0.9
2900,COV318,AZD6244,-0.9
2901,COV318,PLX4720,-0.9
2902,COV318,RAF265,-0.9
2903,COV318,TAE684,-0.67
2904,COV318,TKI258,-0.9
2905,COV318,Erlotinib,-0.9
2906,SK-LMS-1,AEW541,-0.36
2907,SK-LMS-1,17-AAG,0.57
2908,SK-LMS-1,PHA-665752,-0.9
2909,SK-LMS-1,Lapatinib,-0.85
2910,SK-LMS-1,Nutlin-3,-0.9
2911,SK-LMS-1,AZD0530,-0.9
2912,SK-LMS-1,PF2341066,-0.79
2913,SK-LMS-1,ZD-6474,-0.82
2914,SK-LMS-1,Panobinostat,1.2
2915,SK-LMS-1,Sorafenib,-0.9
2916,SK-LMS-1,Topotecan,0.76
2917,SK-LMS-1,LBW242,-0.9
2918,SK-LMS-1,PD-0325901,-0.37
2919,SK-LMS-1,Paclitaxel,1.73
2920,SK-LMS-1,AZD6244,-0.9
2921,SK-LMS-1,PLX4720,-0.81
2922,SK-LMS-1,TAE684,-0.69
2923,SK-LMS-1,TKI258,-0.34
2924,SK-LMS-1,Erlotinib,-0.65
2925,COLO 201,AEW541,-0.55
2926,COLO 201,Nilotinib,-0.9
2927,COLO 201,17-AAG,1.33
2928,COLO 201,PHA-665752,-0.9
2929,COLO 201,Lapatinib,-0.9
2930,COLO 201,Nutlin-3,-0.9
2931,COLO 201,AZD0530,-0.9
2932,COLO 201,PF2341066,-0.77
2933,COLO 201,L-685458,-0.9
2934,COLO 201,ZD-6474,-0.9
2935,COLO 201,Panobinostat,1.48
2936,COLO 201,Sorafenib,-0.9
2937,COLO 201,Topotecan,0.17
2938,COLO 201,LBW242,-0.9
2939,COLO 201,PD-0325901,2.2
2940,COLO 201,PD-0332991,-0.17
2941,COLO 201,Paclitaxel,1.8
2942,COLO 201,AZD6244,1.12
2943,COLO 201,PLX4720,0.2
2944,COLO 201,RAF265,0.36
2945,COLO 201,TAE684,-0.25
2946,COLO 201,TKI258,-0.72
2947,COLO 201,Erlotinib,-0.9
2948,KNS-62,AEW541,-0.9
2949,KNS-62,17-AAG,0.24
2950,KNS-62,PHA-665752,-0.9
2951,KNS-62,Lapatinib,-0.9
2952,KNS-62,Nutlin-3,-0.9
2953,KNS-62,AZD0530,-0.9
2954,KNS-62,PF2341066,-0.9
2955,KNS-62,L-685458,-0.9
2956,KNS-62,ZD-6474,-0.9
2957,KNS-62,Panobinostat,1.1
2958,KNS-62,Sorafenib,-0.9
2959,KNS-62,Topotecan,-0.23
2960,KNS-62,LBW242,-0.9
2961,KNS-62,PD-0325901,-0.08
2962,KNS-62,Paclitaxel,2.1
2963,KNS-62,AZD6244,-0.9
2964,KNS-62,PLX4720,-0.9
2965,KNS-62,RAF265,-0.9
2966,KNS-62,TAE684,-0.9
2967,KNS-62,TKI258,-0.9
2968,KNS-62,Erlotinib,-0.9
2969,ONCO-DG-1,AEW541,-0.9
2970,ONCO-DG-1,Nilotinib,-0.9
2971,ONCO-DG-1,17-AAG,0.67
2972,ONCO-DG-1,PHA-665752,-0.9
2973,ONCO-DG-1,Lapatinib,-0.9
2974,ONCO-DG-1,Nutlin-3,-0.9
2975,ONCO-DG-1,AZD0530,-0.35
2976,ONCO-DG-1,PF2341066,-0.9
2977,ONCO-DG-1,L-685458,-0.9
2978,ONCO-DG-1,ZD-6474,-0.65
2979,ONCO-DG-1,Panobinostat,0.99
2980,ONCO-DG-1,Sorafenib,-0.9
2981,ONCO-DG-1,Irinotecan,0.24
2982,ONCO-DG-1,Topotecan,0.26
2983,ONCO-DG-1,LBW242,-0.9
2984,ONCO-DG-1,PD-0325901,-0.9
2985,ONCO-DG-1,PD-0332991,-0.9
2986,ONCO-DG-1,Paclitaxel,1.99
2987,ONCO-DG-1,AZD6244,-0.9
2988,ONCO-DG-1,PLX4720,-0.9
2989,ONCO-DG-1,RAF265,-0.23
2990,ONCO-DG-1,TAE684,-0.59
2991,ONCO-DG-1,TKI258,-0.9
2992,ONCO-DG-1,Erlotinib,-0.9
2993,NCI-H2286,AEW541,-0.9
2994,NCI-H2286,Nilotinib,-0.38
2995,NCI-H2286,17-AAG,1.46
2996,NCI-H2286,PHA-665752,-0.9
2997,NCI-H2286,Lapatinib,-0.87
2998,NCI-H2286,Nutlin-3,-0.9
2999,NCI-H2286,AZD0530,-0.56
3000,NCI-H2286,PF2341066,-0.71
3001,NCI-H2286,L-685458,-0.9
3002,NCI-H2286,ZD-6474,-0.9
3003,NCI-H2286,Panobinostat,1.38
3004,NCI-H2286,Sorafenib,-0.85
3005,NCI-H2286,Irinotecan,1.14
3006,NCI-H2286,Topotecan,1.44
3007,NCI-H2286,LBW242,-0.9
3008,NCI-H2286,PD-0325901,-0.3
3009,NCI-H2286,PD-0332991,-0.15
3010,NCI-H2286,Paclitaxel,2.36
3011,NCI-H2286,AZD6244,-0.9
3012,NCI-H2286,PLX4720,-0.78
3013,NCI-H2286,RAF265,0.74
3014,NCI-H2286,TAE684,0.17
3015,NCI-H2286,TKI258,-0.08
3016,NCI-H2286,Erlotinib,-0.78
3017,CAL-85-1,AEW541,-0.36
3018,CAL-85-1,Nilotinib,-0.9
3019,CAL-85-1,17-AAG,0.76
3020,CAL-85-1,PHA-665752,-0.9
3021,CAL-85-1,Lapatinib,-0.28
3022,CAL-85-1,Nutlin-3,-0.9
3023,CAL-85-1,AZD0530,-0.2
3024,CAL-85-1,PF2341066,-0.9
3025,CAL-85-1,L-685458,-0.9
3026,CAL-85-1,ZD-6474,0.08
3027,CAL-85-1,Panobinostat,1.54
3028,CAL-85-1,Sorafenib,-0.9
3029,CAL-85-1,Irinotecan,0.58
3030,CAL-85-1,Topotecan,0.22
3031,CAL-85-1,LBW242,-0.71
3032,CAL-85-1,PD-0325901,0.17
3033,CAL-85-1,PD-0332991,-0.9
3034,CAL-85-1,Paclitaxel,1.79
3035,CAL-85-1,AZD6244,-0.48
3036,CAL-85-1,PLX4720,-0.9
3037,CAL-85-1,RAF265,0.19
3038,CAL-85-1,TAE684,-0.9
3039,CAL-85-1,TKI258,-0.9
3040,CAL-85-1,Erlotinib,0.06
3041,MFE-319,AEW541,-0.89
3042,MFE-319,17-AAG,1.1
3043,MFE-319,PHA-665752,-0.9
3044,MFE-319,Lapatinib,-0.01
3045,MFE-319,Nutlin-3,-0.9
3046,MFE-319,AZD0530,1.66
3047,MFE-319,PF2341066,-0.9
3048,MFE-319,L-685458,-0.9
3049,MFE-319,ZD-6474,0.04
3050,MFE-319,Panobinostat,1.22
3051,MFE-319,Sorafenib,-0.9
3052,MFE-319,Topotecan,-0.32
3053,MFE-319,LBW242,1.91
3054,MFE-319,PD-0325901,-0.37
3055,MFE-319,Paclitaxel,2.57
3056,MFE-319,AZD6244,-0.9
3057,MFE-319,PLX4720,-0.9
3058,MFE-319,TAE684,-0.9
3059,MFE-319,TKI258,-0.6
3060,MFE-319,Erlotinib,-0.21
3061,NCI-H1648,AEW541,-0.9
3062,NCI-H1648,Nilotinib,-0.75
3063,NCI-H1648,17-AAG,-0.9
3064,NCI-H1648,PHA-665752,-0.9
3065,NCI-H1648,Lapatinib,0.43
3066,NCI-H1648,Nutlin-3,-0.9
3067,NCI-H1648,AZD0530,-0.9
3068,NCI-H1648,PF2341066,-0.9
3069,NCI-H1648,L-685458,-0.9
3070,NCI-H1648,ZD-6474,-0.9
3071,NCI-H1648,Panobinostat,1.07
3072,NCI-H1648,Sorafenib,-0.9
3073,NCI-H1648,Topotecan,-0.25
3074,NCI-H1648,LBW242,-0.9
3075,NCI-H1648,PD-0325901,-0.9
3076,NCI-H1648,PD-0332991,-0.9
3077,NCI-H1648,Paclitaxel,2.6
3078,NCI-H1648,AZD6244,-0.9
3079,NCI-H1648,PLX4720,-0.76
3080,NCI-H1648,RAF265,0.02
3081,NCI-H1648,TAE684,-0.9
3082,NCI-H1648,TKI258,-0.9
3083,NCI-H1648,Erlotinib,-0.9
3084,Saos-2,AEW541,-0.3
3085,Saos-2,Nilotinib,-0.76
3086,Saos-2,17-AAG,0.67
3087,Saos-2,PHA-665752,-0.9
3088,Saos-2,Lapatinib,-0.9
3089,Saos-2,Nutlin-3,-0.9
3090,Saos-2,AZD0530,-0.9
3091,Saos-2,PF2341066,-0.69
3092,Saos-2,L-685458,-0.9
3093,Saos-2,ZD-6474,-0.9
3094,Saos-2,Panobinostat,1.11
3095,Saos-2,Sorafenib,-0.9
3096,Saos-2,Irinotecan,0.84
3097,Saos-2,Topotecan,0.69
3098,Saos-2,LBW242,-0.9
3099,Saos-2,PD-0325901,-0.9
3100,Saos-2,PD-0332991,-0.9
3101,Saos-2,Paclitaxel,2.06
3102,Saos-2,AZD6244,-0.9
3103,Saos-2,PLX4720,-0.9
3104,Saos-2,RAF265,-0.9
3105,Saos-2,TAE684,-0.56
3106,Saos-2,TKI258,-0.62
3107,Saos-2,Erlotinib,-0.9
3108,NCI-H1869,AEW541,-0.9
3109,NCI-H1869,Nilotinib,-0.9
3110,NCI-H1869,17-AAG,1
3111,NCI-H1869,PHA-665752,-0.9
3112,NCI-H1869,Lapatinib,-0.9
3113,NCI-H1869,Nutlin-3,-0.9
3114,NCI-H1869,AZD0530,0.1
3115,NCI-H1869,PF2341066,-0.9
3116,NCI-H1869,L-685458,-0.9
3117,NCI-H1869,ZD-6474,-0.49
3118,NCI-H1869,Panobinostat,0.87
3119,NCI-H1869,Sorafenib,-0.9
3120,NCI-H1869,Irinotecan,-0.23
3121,NCI-H1869,Topotecan,-0.16
3122,NCI-H1869,LBW242,-0.9
3123,NCI-H1869,PD-0325901,-0.9
3124,NCI-H1869,PD-0332991,-0.9
3125,NCI-H1869,Paclitaxel,-0.9
3126,NCI-H1869,AZD6244,-0.9
3127,NCI-H1869,PLX4720,-0.9
3128,NCI-H1869,RAF265,-0.9
3129,NCI-H1869,TAE684,-0.4
3130,NCI-H1869,TKI258,-0.9
3131,NCI-H1869,Erlotinib,-0.52
3132,HT-1376,AEW541,-0.9
3133,HT-1376,Nilotinib,-0.9
3134,HT-1376,17-AAG,0.44
3135,HT-1376,PHA-665752,-0.9
3136,HT-1376,Lapatinib,-0.85
3137,HT-1376,Nutlin-3,-0.9
3138,HT-1376,AZD0530,-0.9
3139,HT-1376,PF2341066,-0.9
3140,HT-1376,L-685458,-0.9
3141,HT-1376,ZD-6474,-0.04
3142,HT-1376,Panobinostat,0.99
3143,HT-1376,Sorafenib,-0.9
3144,HT-1376,Irinotecan,-0.43
3145,HT-1376,Topotecan,-0.9
3146,HT-1376,LBW242,-0.9
3147,HT-1376,PD-0325901,-0.9
3148,HT-1376,PD-0332991,-0.9
3149,HT-1376,Paclitaxel,2.59
3150,HT-1376,AZD6244,-0.9
3151,HT-1376,PLX4720,-0.9
3152,HT-1376,RAF265,-0.24
3153,HT-1376,TAE684,-0.26
3154,HT-1376,TKI258,-0.58
3155,HT-1376,Erlotinib,-0.4
3156,HCC1806,AEW541,-0.86
3157,HCC1806,Nilotinib,-0.88
3158,HCC1806,17-AAG,1.17
3159,HCC1806,PHA-665752,-0.9
3160,HCC1806,Lapatinib,-0.64
3161,HCC1806,Nutlin-3,-0.9
3162,HCC1806,AZD0530,0.1
3163,HCC1806,PF2341066,-0.69
3164,HCC1806,L-685458,-0.9
3165,HCC1806,ZD-6474,-0.43
3166,HCC1806,Panobinostat,1.26
3167,HCC1806,Sorafenib,-0.9
3168,HCC1806,Topotecan,1.16
3169,HCC1806,LBW242,-0.9
3170,HCC1806,PD-0325901,-0.9
3171,HCC1806,PD-0332991,-0.9
3172,HCC1806,Paclitaxel,2.52
3173,HCC1806,AZD6244,-0.9
3174,HCC1806,PLX4720,-0.9
3175,HCC1806,RAF265,-0.04
3176,HCC1806,TAE684,-0.42
3177,HCC1806,TKI258,-0.72
3178,HCC1806,Erlotinib,-0.33
3179,MFE-296,AEW541,-0.88
3180,MFE-296,17-AAG,0.48
3181,MFE-296,PHA-665752,-0.9
3182,MFE-296,Lapatinib,-0.9
3183,MFE-296,Nutlin-3,-0.9
3184,MFE-296,AZD0530,-0.72
