Drug,Cell,Label,LN_IC50
PHA-665752,SKMEL24_SKIN,Resistance,2.079441542
PHA-665752,SKMEL30_SKIN,Resistance,2.079441542
PHA-665752,SKMEL31_SKIN,Resistance,1.842754684
PHA-665752,SKMEL5_SKIN,Resistance,2.079441542
PHA-665752,SKMES1_LUNG,Sensitivity,0.280327801
PHA-665752,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
PHA-665752,SKNAS_AUTONOMIC_GANGLIA,Resistance,2.079441542
PHA-665752,SKNBE2_AUTONOMIC_GANGLIA,Resistance,2.079441542
PHA-665752,SKNDZ_AUTONOMIC_GANGLIA,Resistance,2.079441542
PHA-665752,SKNFI_AUTONOMIC_GANGLIA,Resistance,2.079441542
PHA-665752,SKNSH_AUTONOMIC_GANGLIA,Resistance,2.079441542
PHA-665752,SKOV3_OVARY,Resistance,2.079441542
PHA-665752,SNGM_ENDOMETRIUM,Resistance,2.079441542
PHA-665752,SNU1_STOMACH,Resistance,2.079441542
PHA-665752,SNU16_STOMACH,Resistance,2.079441542
PHA-665752,SNU182_LIVER,Resistance,2.079441542
PHA-665752,SNU387_LIVER,Resistance,2.079441542
PHA-665752,SNU398_LIVER,Resistance,2.079441542
PHA-665752,SNU423_LIVER,Resistance,2.079441542
PHA-665752,SNU449_LIVER,Resistance,2.079441542
PHA-665752,SNU475_LIVER,Resistance,2.079441542
PHA-665752,SNUC2A_LARGE_INTESTINE,Resistance,2.079441542
PHA-665752,SQ1_LUNG,Resistance,2.079441542
PHA-665752,SU8686_PANCREAS,Resistance,2.079441542
PHA-665752,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
PHA-665752,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,0.837663252
PHA-665752,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
PHA-665752,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.958244678
PHA-665752,SUIT2_PANCREAS,Resistance,1.996787381
PHA-665752,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
PHA-665752,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
PHA-665752,SW1088_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
PHA-665752,SW1271_LUNG,Resistance,2.079441542
PHA-665752,SW1353_BONE,Resistance,2.079441542
PHA-665752,SW1417_LARGE_INTESTINE,Resistance,2.079441542
PHA-665752,SW1573_LUNG,Resistance,2.079441542
PHA-665752,SW1990_PANCREAS,Resistance,2.079441542
PHA-665752,SW403_LARGE_INTESTINE,Resistance,2.079441542
PHA-665752,SW48_LARGE_INTESTINE,Resistance,2.079441542
PHA-665752,SW480_LARGE_INTESTINE,Resistance,2.079441542
PHA-665752,SW579_THYROID,Resistance,2.079441542
PHA-665752,SW620_LARGE_INTESTINE,Resistance,2.079441542
PHA-665752,SW780_URINARY_TRACT,Resistance,2.079441542
PHA-665752,SW900_LUNG,Resistance,2.079441542
PHA-665752,T24_URINARY_TRACT,Resistance,2.079441542
PHA-665752,T3M10_LUNG,Resistance,2.079441542
PHA-665752,T47D_BREAST,Resistance,2.079441542
PHA-665752,T84_LARGE_INTESTINE,Resistance,2.079441542
PHA-665752,T98G_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
PHA-665752,TC71_BONE,Resistance,2.079441542
PHA-665752,TCCSUP_URINARY_TRACT,Resistance,2.079441542
PHA-665752,TE1_OESOPHAGUS,Resistance,2.079441542
PHA-665752,TE11_OESOPHAGUS,Sensitivity,-3.472573981
PHA-665752,TE15_OESOPHAGUS,Resistance,2.079441542
PHA-665752,TE5_OESOPHAGUS,Resistance,2.079441542
PHA-665752,TE617T_SOFT_TISSUE,Resistance,2.079441542
PHA-665752,TE9_OESOPHAGUS,Resistance,2.079441542
PHA-665752,TEN_ENDOMETRIUM,Resistance,2.079441542
PHA-665752,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
PHA-665752,TOV112D_OVARY,Resistance,2.079441542
PHA-665752,TOV21G_OVARY,Resistance,2.079441542
PHA-665752,TT2609C02_THYROID,Resistance,2.079441542
PHA-665752,TYKNU_OVARY,Resistance,2.079441542
PHA-665752,U118MG_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
PHA-665752,U2OS_BONE,Resistance,2.079441542
PHA-665752,U87MG_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
PHA-665752,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
PHA-665752,UACC257_SKIN,Resistance,2.079441542
PHA-665752,UACC62_SKIN,Resistance,2.079441542
PHA-665752,UACC812_BREAST,Resistance,2.079441542
PHA-665752,UMUC3_URINARY_TRACT,Resistance,2.079441542
PHA-665752,VMRCLCD_LUNG,Resistance,2.079441542
PHA-665752,VMRCRCW_KIDNEY,Sensitivity,0.660649291
PHA-665752,VMRCRCZ_KIDNEY,Resistance,2.079441542
PHA-665752,WM115_SKIN,Resistance,2.079441542
PHA-665752,WM1799_SKIN,Resistance,2.079441542
PHA-665752,WM2664_SKIN,Resistance,2.079441542
PHA-665752,WM793_SKIN,Resistance,2.079441542
PHA-665752,WM88_SKIN,Resistance,2.079441542
PHA-665752,WM983B_SKIN,Resistance,1.70638802
PHA-665752,YKG1_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
PHA-665752,ZR751_BREAST,Resistance,2.079441542
PHA-665752,ZR7530_BREAST,Sensitivity,0.280794506
Lapatinib,1321N1_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,22RV1_PROSTATE,Resistance,2.060170199
Lapatinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,5637_URINARY_TRACT,Resistance,0.836280663
Lapatinib,639V_URINARY_TRACT,Resistance,2.079441542
Lapatinib,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-0.163135323
Lapatinib,769P_KIDNEY,Sensitivity,0.055870887
Lapatinib,786O_KIDNEY,Resistance,1.971025705
Lapatinib,8305C_THYROID,Resistance,2.079441542
Lapatinib,8505C_THYROID,Resistance,2.079441542
Lapatinib,8MGBA_CENTRAL_NERVOUS_SYSTEM,Resistance,1.65376478
Lapatinib,A172_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,A204_SOFT_TISSUE,Resistance,2.001457395
Lapatinib,A2058_SKIN,Resistance,2.079441542
Lapatinib,A253_SALIVARY_GLAND,Resistance,2.079441542
Lapatinib,A2780_OVARY,Resistance,1.966647563
Lapatinib,A375_SKIN,Resistance,2.079441542
Lapatinib,A549_LUNG,Resistance,1.441550784
Lapatinib,A673_BONE,Resistance,2.079441542
Lapatinib,ACHN_KIDNEY,Resistance,2.079441542
Lapatinib,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.98643355
Lapatinib,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-1.360834624
Lapatinib,AN3CA_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,ASPC1_PANCREAS,Resistance,1.024473169
Lapatinib,AU565_BREAST,Sensitivity,-1.697124841
Lapatinib,AZ521_STOMACH,Sensitivity,0.506768461
Lapatinib,BCPAP_THYROID,Resistance,2.079441542
Lapatinib,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,BFTC909_KIDNEY,Resistance,2.079441542
Lapatinib,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.774271794
Lapatinib,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,BT20_BREAST,Resistance,2.079441542
Lapatinib,BT474_BREAST,Sensitivity,-2.152586713
Lapatinib,BT549_BREAST,Resistance,2.079441542
Lapatinib,BXPC3_PANCREAS,Resistance,1.526009842
Lapatinib,C2BBE1_LARGE_INTESTINE,Resistance,1.410827139
Lapatinib,C32_SKIN,Resistance,2.079441542
Lapatinib,C3A_LIVER,Resistance,2.079441542
Lapatinib,CAKI2_KIDNEY,Resistance,2.079441542
Lapatinib,CAL12T_LUNG,Sensitivity,0.668683549
Lapatinib,CAL27_UPPER_AERODIGESTIVE_TRACT,Sensitivity,-0.372846069
Lapatinib,CAL78_BONE,Resistance,2.079441542
Lapatinib,CAL851_BREAST,Sensitivity,0.641616054
Lapatinib,CALU1_LUNG,Resistance,2.079441542
Lapatinib,CALU3_LUNG,Sensitivity,-0.704030995
Lapatinib,CALU6_LUNG,Resistance,2.079441542
Lapatinib,CAMA1_BREAST,Resistance,2.079441542
Lapatinib,CAPAN2_PANCREAS,Resistance,2.079441542
Lapatinib,CAS1_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,CCK81_LARGE_INTESTINE,Sensitivity,-1.42630486
Lapatinib,CHL1_SKIN,Sensitivity,-0.39157208
Lapatinib,CHP212_AUTONOMIC_GANGLIA,Resistance,2.079441542
Lapatinib,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,COLO201_LARGE_INTESTINE,Resistance,2.079441542
Lapatinib,COLO205_LARGE_INTESTINE,Resistance,2.079441542
Lapatinib,COLO320_LARGE_INTESTINE,Resistance,1.839805218
Lapatinib,COLO678_LARGE_INTESTINE,Resistance,2.079441542
Lapatinib,COLO679_SKIN,Resistance,2.079441542
Lapatinib,COLO741_SKIN,Resistance,2.079441542
Lapatinib,CORL105_LUNG,Resistance,2.079441542
Lapatinib,CORL23_LUNG,Resistance,2.079441542
Lapatinib,COV318_OVARY,Resistance,2.079441542
Lapatinib,COV504_OVARY,Resistance,2.079441542
Lapatinib,DAOY_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.931054292
Lapatinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Resistance,2.079441542
Lapatinib,DKMG_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,DMS114_LUNG,Resistance,2.079441542
Lapatinib,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,0.534516374
Lapatinib,DU145_PROSTATE,Resistance,2.079441542
Lapatinib,DV90_LUNG,Resistance,2.079441542
Lapatinib,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,EBC1_LUNG,Resistance,1.851971794
Lapatinib,EFE184_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,EFM19_BREAST,Resistance,2.079441542
Lapatinib,EFO21_OVARY,Resistance,2.079441542
Lapatinib,EFO27_OVARY,Resistance,2.079441542
Lapatinib,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,EN_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,ES2_OVARY,Resistance,2.079441542
Lapatinib,ESS1_ENDOMETRIUM,Resistance,1.475669326
Lapatinib,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,FADU_UPPER_AERODIGESTIVE_TRACT,Sensitivity,-0.194710709
Lapatinib,FU97_STOMACH,Resistance,2.079441542
Lapatinib,FUOV1_OVARY,Resistance,2.079441542
Lapatinib,G361_SKIN,Resistance,1.114405959
Lapatinib,G401_SOFT_TISSUE,Resistance,2.079441542
Lapatinib,G402_SOFT_TISSUE,Resistance,2.079441542
Lapatinib,GAMG_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,GB1_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,GCIY_STOMACH,Resistance,1.981748213
Lapatinib,GCT_SOFT_TISSUE,Resistance,1.438401619
Lapatinib,GI1_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,GMS10_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,H4_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,HARA_LUNG,Resistance,1.895629975
Lapatinib,HCC1187_BREAST,Resistance,2.079441542
Lapatinib,HCC1395_BREAST,Resistance,2.079441542
Lapatinib,HCC15_LUNG,Resistance,2.079441542
Lapatinib,HCC1569_BREAST,Resistance,2.079441542
Lapatinib,HCC1806_BREAST,Resistance,1.476721034
Lapatinib,HCC1954_BREAST,Sensitivity,0.376947688
Lapatinib,HCC2935_LUNG,Sensitivity,0.215049762
Lapatinib,HCC4006_LUNG,Sensitivity,0.617820633
Lapatinib,HCC44_LUNG,Resistance,2.079441542
Lapatinib,HCC56_LARGE_INTESTINE,Resistance,2.079441542
Lapatinib,HCC70_BREAST,Resistance,1.996510901
Lapatinib,HCC78_LUNG,Resistance,2.079441542
Lapatinib,HCC827_LUNG,Sensitivity,-0.988501304
Lapatinib,HCT116_LARGE_INTESTINE,Resistance,2.079441542
Lapatinib,HCT15_LARGE_INTESTINE,Resistance,1.540480667
Lapatinib,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.947691116
Lapatinib,HDQP1_BREAST,Resistance,1.13288625
Lapatinib,HEC151_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,HEC1A_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,HEC1B_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,HEC251_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,HEC265_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,HEC59_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,HEC6_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,HEP3B217_LIVER,Resistance,2.079441542
Lapatinib,HEPG2_LIVER,Resistance,2.079441542
Lapatinib,HEYA8_OVARY,Resistance,2.079441542
Lapatinib,HGC27_STOMACH,Resistance,2.079441542
Lapatinib,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,HLE_LIVER,Resistance,2.079441542
Lapatinib,HLF_LIVER,Resistance,2.079441542
Lapatinib,HMC18_BREAST,Resistance,2.079441542
Lapatinib,HMCB_SKIN,Resistance,1.561895053
Lapatinib,HOS_BONE,Resistance,2.079441542
Lapatinib,HPAC_PANCREAS,Resistance,2.079441542
Lapatinib,HPAFII_PANCREAS,Resistance,1.440506154
Lapatinib,HS229T_LUNG,Resistance,2.079441542
Lapatinib,HS294T_SKIN,Resistance,2.079441542
Lapatinib,HS578T_BREAST,Resistance,2.079441542
Lapatinib,HS683_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,HS695T_SKIN,Resistance,2.079441542
Lapatinib,HS729_SOFT_TISSUE,Resistance,2.079441542
Lapatinib,HS739T_BREAST,Resistance,2.079441542
Lapatinib,HS746T_STOMACH,Resistance,2.079441542
Lapatinib,HS766T_PANCREAS,Resistance,2.079441542
Lapatinib,HS840T_UPPER_AERODIGESTIVE_TRACT,Resistance,2.079441542
Lapatinib,HS852T_SKIN,Resistance,2.079441542
Lapatinib,HS895T_SKIN,Resistance,2.079441542
Lapatinib,HS936T_SKIN,Resistance,2.079441542
Lapatinib,HS939T_SKIN,Resistance,2.079441542
Lapatinib,HS944T_SKIN,Resistance,2.079441542
Lapatinib,HSC2_UPPER_AERODIGESTIVE_TRACT,Resistance,2.079441542
Lapatinib,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.912937402
Lapatinib,HT1080_SOFT_TISSUE,Resistance,2.079441542
Lapatinib,HT1197_URINARY_TRACT,Resistance,2.079441542
Lapatinib,HT1376_URINARY_TRACT,Resistance,1.957845265
Lapatinib,HT144_SKIN,Resistance,2.079441542
Lapatinib,HT29_LARGE_INTESTINE,Resistance,1.772397705
Lapatinib,HUCCT1_BILIARY_TRACT,Resistance,2.079441542
Lapatinib,HUH1_LIVER,Resistance,2.079441542
Lapatinib,HUPT3_PANCREAS,Resistance,2.079441542
Lapatinib,HUPT4_PANCREAS,Resistance,1.953835844
Lapatinib,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,IALM_LUNG,Resistance,2.079441542
Lapatinib,IGR37_SKIN,Resistance,2.079441542
Lapatinib,IGR39_SKIN,Resistance,2.079441542
Lapatinib,IGROV1_OVARY,Resistance,2.079441542
Lapatinib,IM95_STOMACH,Resistance,2.079441542
Lapatinib,IMR32_AUTONOMIC_GANGLIA,Resistance,2.079441542
Lapatinib,IPC298_SKIN,Resistance,2.079441542
Lapatinib,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,ISTMES1_PLEURA,Resistance,2.079441542
Lapatinib,ISTMES2_PLEURA,Resistance,2.065546801
Lapatinib,J82_URINARY_TRACT,Resistance,2.079441542
Lapatinib,JHH2_LIVER,Resistance,2.079441542
Lapatinib,JHH4_LIVER,Resistance,2.079441542
Lapatinib,JHH5_LIVER,Sensitivity,-0.563685668
Lapatinib,JHH6_LIVER,Resistance,2.079441542
Lapatinib,JHH7_LIVER,Resistance,1.594277645
Lapatinib,JHOS2_OVARY,Resistance,2.079441542
Lapatinib,JHOS4_OVARY,Resistance,2.002609543
Lapatinib,JHUEM2_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,JMSU1_URINARY_TRACT,Resistance,2.079441542
Lapatinib,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.912543343
Lapatinib,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,K029AX_SKIN,Resistance,1.863216616
Lapatinib,KALS1_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KCIMOH1_PANCREAS,Resistance,1.726174071
Lapatinib,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.055116126
Lapatinib,KE39_STOMACH,Resistance,1.400212136
Lapatinib,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KELLY_AUTONOMIC_GANGLIA,Resistance,2.079441542
Lapatinib,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KLE_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,KMBC2_URINARY_TRACT,Resistance,2.079441542
Lapatinib,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.168418049
Lapatinib,KMRC1_KIDNEY,Resistance,2.079441542
Lapatinib,KMRC2_KIDNEY,Resistance,2.079441542
Lapatinib,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.053595307
Lapatinib,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.906905548
Lapatinib,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.637167803
Lapatinib,KNS42_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,KNS60_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,KNS62_LUNG,Resistance,2.079441542
Lapatinib,KNS81_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KP2_PANCREAS,Resistance,2.079441542
Lapatinib,KP3_PANCREAS,Resistance,2.079441542
Lapatinib,KP4_PANCREAS,Resistance,2.079441542
Lapatinib,KPNSI9S_AUTONOMIC_GANGLIA,Resistance,2.079441542
Lapatinib,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,KURAMOCHI_OVARY,Resistance,2.079441542
Lapatinib,KYM1_SOFT_TISSUE,Resistance,2.079441542
Lapatinib,KYSE140_OESOPHAGUS,Sensitivity,-0.372615646
Lapatinib,KYSE150_OESOPHAGUS,Resistance,2.079441542
Lapatinib,KYSE180_OESOPHAGUS,Sensitivity,-0.132111426
Lapatinib,KYSE30_OESOPHAGUS,Resistance,2.061644897
Lapatinib,KYSE410_OESOPHAGUS,Resistance,1.337228789
Lapatinib,KYSE450_OESOPHAGUS,Resistance,0.945672042
Lapatinib,KYSE510_OESOPHAGUS,Resistance,2.079441542
Lapatinib,KYSE520_OESOPHAGUS,Resistance,1.327873475
Lapatinib,KYSE70_OESOPHAGUS,Resistance,2.079441542
Lapatinib,L33_PANCREAS,Resistance,0.753572857
Lapatinib,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,LC1SQSF_LUNG,Resistance,2.079441542
Lapatinib,LCLC103H_LUNG,Resistance,2.079441542
Lapatinib,LN18_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,LN229_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,LOUNH91_LUNG,Resistance,2.079441542
Lapatinib,LOXIMVI_SKIN,Resistance,2.079441542
Lapatinib,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,0.576267866
Lapatinib,LS123_LARGE_INTESTINE,Resistance,2.079441542
Lapatinib,LS411N_LARGE_INTESTINE,Resistance,2.079441542
Lapatinib,LS513_LARGE_INTESTINE,Resistance,1.057982126
Lapatinib,LU99_LUNG,Resistance,1.367783378
Lapatinib,LUDLU1_LUNG,Resistance,0.841412907
Lapatinib,MALME3M_SKIN,Resistance,1.991349306
Lapatinib,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,MCAS_OVARY,Resistance,1.844367659
Lapatinib,MCF7_BREAST,Resistance,1.045631207
Lapatinib,MDAMB157_BREAST,Resistance,2.079441542
Lapatinib,MDAMB175VII_BREAST,Sensitivity,-0.757705094
Lapatinib,MDAMB415_BREAST,Resistance,2.079441542
Lapatinib,MDAMB435S_SKIN,Resistance,2.079441542
Lapatinib,MDAMB436_BREAST,Resistance,2.079441542
Lapatinib,MDAMB453_BREAST,Sensitivity,0.363183513
Lapatinib,MDAMB468_BREAST,Resistance,0.838354553
Lapatinib,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,MELHO_SKIN,Resistance,1.879838107
Lapatinib,MESSA_SOFT_TISSUE,Resistance,2.079441542
Lapatinib,MEWO_SKIN,Resistance,2.079441542
Lapatinib,MFE280_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,MFE296_ENDOMETRIUM,Resistance,2.079441542
Lapatinib,MFE319_ENDOMETRIUM,Sensitivity,0.026566996
Lapatinib,MG63_BONE,Resistance,2.079441542
Lapatinib,MHHES1_BONE,Resistance,1.452734153
Lapatinib,MIAPACA2_PANCREAS,Resistance,2.010889545
Lapatinib,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.304554243
Lapatinib,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,MKN45_STOMACH,Resistance,2.079441542
Lapatinib,MKN7_STOMACH,Resistance,2.079441542
Lapatinib,MKN74_STOMACH,Resistance,1.545375607
Lapatinib,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441542
Lapatinib,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441542
Lapatinib,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,0.379984579
Lapatinib,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.387815149
Lapatinib,MORCPR_LUNG,Resistance,2.079441542
Lapatinib,MPP89_PLEURA,Resistance,2.079441542
Lapatinib,MSTO211H_PLEURA,Resistance,2.079441542
Lapatinib,NCIH1048_LUNG,Resistance,2.079441542
Lapatinib,NCIH1092_LUNG,Resistance,2.079441542
Lapatinib,NCIH1155_LUNG,Resistance,2.079441542
Lapatinib,NCIH1184_LUNG,Resistance,2.079441542
Lapatinib,NCIH1299_LUNG,Resistance,2.079441542
Lapatinib,NCIH1339_LUNG,Resistance,2.079441542
Lapatinib,NCIH1341_LUNG,Resistance,2.079441542
Lapatinib,NCIH1355_LUNG,Resistance,2.061875314
Lapatinib,NCIH1373_LUNG,Resistance,2.079441542
Lapatinib,NCIH1563_LUNG,Resistance,2.079441542
Lapatinib,NCIH1568_LUNG,Resistance,2.079441542
Lapatinib,NCIH1573_LUNG,Resistance,2.079441542
Lapatinib,NCIH1581_LUNG,Resistance,2.079441542
Lapatinib,NCIH1648_LUNG,Sensitivity,-0.985081393
Lapatinib,NCIH1650_LUNG,Resistance,1.639472068
Lapatinib,NCIH1651_LUNG,Resistance,2.079441542
Lapatinib,NCIH1666_LUNG,Sensitivity,-0.950633895
Lapatinib,NCIH1693_LUNG,Resistance,2.079441542
Lapatinib,NCIH1694_LUNG,Resistance,2.079441542
Lapatinib,NCIH1703_LUNG,Resistance,2.079441542
Lapatinib,NCIH1792_LUNG,Resistance,2.079441542
Lapatinib,NCIH1793_LUNG,Resistance,2.079441542
Lapatinib,NCIH1869_LUNG,Resistance,2.079441542
Lapatinib,NCIH1915_LUNG,Resistance,2.079441542
Lapatinib,NCIH1944_LUNG,Resistance,2.079441542
Lapatinib,NCIH1975_LUNG,Resistance,2.079441542
Lapatinib,NCIH2009_LUNG,Resistance,2.079441542
Lapatinib,NCIH2023_LUNG,Resistance,2.079441542
Lapatinib,NCIH2030_LUNG,Resistance,1.314846689
Lapatinib,NCIH2052_PLEURA,Resistance,2.079441542
Lapatinib,NCIH2085_LUNG,Resistance,2.079441542
Lapatinib,NCIH2087_LUNG,Resistance,2.079441542
Lapatinib,NCIH211_LUNG,Resistance,2.079441542
Lapatinib,NCIH2122_LUNG,Resistance,1.076508393
Lapatinib,NCIH2170_LUNG,Sensitivity,-1.200708485
Lapatinib,NCIH2172_LUNG,Resistance,2.079441542
Lapatinib,NCIH2228_LUNG,Resistance,2.079441542
